whitePixelOnTopHalfCount,whitePixelOnBottomHalfCount,leftSideShape,rightSideShape,topShape,bottomShape,distanceCenter,heightWidthRatio
 2,  46, 108, 145,  75, 180,  71,1073.02,1.21915
 0,  81, 122,  33,  45, 127,  37,1695.53,1.08827
 3,  56,  88,  93,  55, 115,  65,897.654,1.74432
 9,  50,  77, 101,  45, 133,  54,775.355,1.31134
 4,  48,  84,  96,  91, 188, 111,849.751,0.939997
 0,  86, 147,  57,  42, 166,  41,1755.56,0.911224
 5,  31,  62,  89, 110, 245, 102,524.927,1.19784
 0,  87, 124,  36,  65, 147,  61,1774.9,0.972998
 6,  42, 135,  95,  95, 161,  51,1127.85,1.12899
 1,  17,  37,  89,  63, 115,  12,309.919,2.63073
 7,  67,  81, 118, 112, 171,  75,1068.35,1.29186
 7,  50,  46, 158,  41, 207, 116,815.244,0.695481
 8,  71, 102,  64, 148, 163, 142,1253.89,1.3107
 1,  32,  43,  35,  78,  71,   5,465.23,3.13229
 9,  64,  73,  89, 110, 170,  77,799.394,1.58279
 2,  36,  61,  81, 114, 156,  28,618.809,2.29064
 0,  68, 121,  89,  61, 177,  58,1468.37,0.963392
 5,  58,  83,  66, 156, 157, 124,971.898,1.26007
 1,  27,  48, 119, 106, 184,  70,484.803,1.52132
 2,  23,  85,  62,  95, 254,  97,632.438,0.870098
 2,  56, 124, 138,  92, 200,  76,1260.76,1.09307
 7,  59,  85, 122, 111, 174, 104,893.204,1.59468
 3,  57,  98, 118,  56, 139,  60,1076.75,1.5082
 5,  68,  99,  55, 105, 112,  86,1120.16,1.71334
 4,  39,  90, 115, 110, 225, 131,826.358,0.800422
 9,  46,  69,  66,  69, 111,  44,606.601,1.79807
 7,  66,  78, 136, 137, 181, 115,1063.26,1.09543
 1,  24,  36,  19,  36,  37,   3,332.21,6.72925
 8,  66, 102,  85, 136, 175, 122,1146.3,1.2157
 3,  66,  99, 150,  85, 181,  70,1162.77,1.31675
 9,  52,  68, 114, 124, 227,  66,746.671,1.12639
 6,  48, 114,  34,  90, 149,  48,1043.16,1.0875
 0,  49,  98,  44,  50, 176,  76,1140.05,0.797057
 3,  66, 104, 149,  55, 182,  19,1178.57,1.61585
 1,  27,  49, 161, 142, 250, 109,532.811,1.12835
 1,  43,  58,  57, 108, 111,  43,602.014,1.99157
 2,  40,  95, 157,  74, 226,  72,1012.51,0.979365
 6,  57,  99,  39,  86, 146,  38,1215.27,1.05715
 3,  64, 146, 145,  71, 193,  37,1413.21,1.14236
 5,  53,  91,  83,  92, 136,  18,931.614,1.58494
 7,  51,  67, 162, 142, 260, 117,826.277,1.19014
 6,  30,  81,  66,  82,  96,  14,662.909,1.64523
 8,  68, 100,  78, 161, 191, 124,1091.9,1.50298
 3,  55,  53, 156,  71, 145,  82,735.642,1.59383
 9,  45,  67, 148, 124, 275,  67,699.716,1.19782
 5,  35,  44,  56,  50,  49,  14,539.513,2.88222
 8,  44,  89, 110, 130, 181, 104,841.646,1.52981
 5,  74, 117, 100,  79, 137,  27,1516.88,1.3274
 7,  74,  60, 135, 100, 164,  96,909.252,1.33126
 6,  43, 113,  60, 158, 201, 119,1032.74,0.818419
 1,  28,  57, 118,  97, 183,  63,542.207,1.53098
 1,  37,  55,  96, 116, 161,  75,545.289,1.43392
 3,  75,  98, 120, 121, 210, 104,1146.23,1.29711
 1,  23,  41,  72,  71,  98,  19,365.764,2.41075
 7,  57,  61, 126, 148, 233, 103,840.941,1.29432
 5,  64,  81,  91, 136, 153,  99,980.252,1.47981
 5,  38,  81,  77, 124, 218, 122,714.063,1.09016
 5,  43,  67,  83,  62, 118,  35,669.287,2.15296
 2,  62, 127, 128,  51, 181,  65,1335.51,0.964271
 5,  61, 102,  87, 136, 143,  77,1282.17,1.15427
 8,  54, 108, 119, 126, 203,  84,1088.04,1.40557
 7,  45,  68, 103, 105, 225, 122,625.235,1.07399
 0,  66, 133,  73,  50, 183,  56,1484.56,0.90177
 9,  57,  86,  91,  47, 117,  56,847.119,1.43379
 7,  82,  81,  86, 108, 165, 100,1116.87,1.20104
 7,  78,  64, 162,  76, 148,  86,987.302,1.52036
 5,  29,  67,  90,  99, 239, 100,551.508,1.07341
 0,  75, 106,  38,  61, 124,  35,1454.99,1.10414
 9,  57,  82, 102, 121, 205,  74,845.144,1.1919
 0,  83, 134,  47,  63, 160,  51,1785.93,1.01289
 0,  39, 101, 144,  49, 198,  50,874.424,0.972865
 8,  71, 136,  85,  80, 182,  78,1380,1.11872
 9,  56,  72,  79, 197, 181, 130,711.457,1.2262
 2,  49,  79, 124, 110, 188,  90,929.334,1.35045
 4,  27,  99,  81,  78, 220, 120,751.964,0.649598
 8,  71,  93,  70,  51, 105,  46,1015.94,1.74178
 1,  32,  57, 159, 168, 260, 167,622.408,1.02825
 6,  30, 102,  27, 125, 135,  33,798.88,1.22085
 1,  32,  64, 149, 115, 215, 113,658.533,1.18718
 6,  23,  75,  65, 115, 140,  29,639.684,1.34019
 5,  40,  81,  89, 140, 202, 127,759.296,1.35961
 1,  29,  41,  75,  86, 106,  19,374.28,2.27252
 8,  72, 113,  78, 103, 136, 109,1260.62,1.46915
 3,  43,  59, 117,  89, 135,  67,686.806,2.12298
 4,  48,  91, 101, 138, 183, 155,866.677,1.02281
 0,  69, 119,  59,  40, 113,  29,1226.41,1.41158
 5,  47,  65, 117, 173, 196, 160,750.486,1.46102
 5,  70, 107, 140, 104, 194,  44,1285.32,1.35731
 8,  66,  92,  76,  96, 141,  75,985.434,1.69253
 3,  44,  86, 117,  62, 138,  16,983.497,1.71293
 6,  33,  90,  95,  88, 133,  37,650.844,1.3225
 2,  66, 135, 118,  82, 206,  49,1407.63,1.26571
 3,  66,  90, 152,  94, 204,  89,1168.35,1.37232
 9,  51,  79,  97,  53, 127,  54,737.764,1.2846
 2,  51, 119, 140,  80, 192,  73,1231.38,1.123
 1,  36,  60, 119,  31, 131,  27,616.085,2.94229
 1,  35,  51, 115, 122, 185,  65,561.411,1.73495
 5,  75, 130,  71,  77, 142,  71,1407.44,1.22208
 2,  51, 115, 152,  74, 200,  73,1189.38,1.14175
 1,  37,  63,  23,  29,  40,   5,553.538,3.67891
 3,  70,  98, 155,  80, 177,  64,1297.11,1.28466
 2,  20,  56,  74, 124, 279, 108,475.857,1.03434
 8,  68, 104, 115, 118, 197, 113,1181.78,1.35238
 7,  42,  49, 120,  96,  99,  42,592.211,2.20712
 3,  58,  96, 151, 102, 215, 102,1096.74,1.19258
 7,  64,  52, 225,  77, 180, 108,894.535,1.2889
 2,  58, 108, 149,  91, 198,  91,1208.25,1.07653
 4,  45,  81,  75,  45, 130,  51,819.136,1.19877
 6,  51, 137,  97,  52, 131,  34,1099.45,1.15313
 9,  42,  62,  85,  33,  89,  36,605.685,1.73449
 7,  50,  58, 122, 107, 180,  52,740.733,1.49115
 2,  63, 102, 145, 100, 131, 121,1189.33,1.38651
 4,  45,  98, 101, 145, 204, 149,883.686,0.93281
 2,  68, 131,  77,  62, 178,  48,1373.25,1.06977
 8,  59,  92,  82, 125, 183, 102,1011.77,1.62275
 1,  27,  46,  40,  44,  61,   3,405.515,5.29147
 1,  31,  54, 106, 113, 172,  56,501.89,1.71518
 3,  36,  47,  83,  55,  68,  18,560.743,3.20945
 8,  46,  81,  78, 108, 157,  92,840.268,1.56101
 4,  42,  50, 107,  85, 162,  78,592.924,1.40847
 0,  75, 129,  80,  58, 184,  58,1523.69,0.929935
 6,  47,  77,  59,  99,  94,  21,813.772,1.97947
 5,  37,  57,  75, 174, 193, 149,690.464,1.2293
 9,  50,  73, 102,  43, 117,  49,688.844,1.50342
 3,  49,  96, 175,  92, 231,  76,1024.4,1.28984
 0,  59, 101,  43,  43, 119,  29,1129.48,1.42203
 9,  51,  64, 124,  95, 206,  47,687.418,1.48482
 2,  27,  73, 109,  44, 106,  22,598.867,1.50893
 4,  25,  86,  93,  93, 221, 126,630.332,0.705174
 7,  36,  46, 133,  89, 115, 104,597.465,1.54175
 1,  38,  55, 131, 156, 220, 119,609.777,1.28654
 2,  44,  54,  55,  70,  63,  31,616.672,2.72038
 9,  55,  78,  73,  87, 141,  56,736.568,1.3738
 4,  37,  77, 123, 135, 207, 134,588.904,1.15563
 2,  73, 119, 133,  59, 182,  54,1504,1.10378
 6,  23,  80,  40, 139, 165,  39,648.253,1.14058
 1,  33,  53, 134, 123, 195,  85,527.402,1.44233
 8,  50,  91,  41,  51,  89,  27,852.246,1.62615
 9,  45,  67, 119, 102, 217,  40,673.554,1.41747
 0,  80, 122,  46,  64, 149,  38,1508.69,1.12036
 6,  38, 124, 103, 103, 196,  65,982.851,1.22622
 6,  38, 115,  95, 166, 219,  90,1068.48,1.19525
 7,  63,  58,  73, 117, 152,  71,792.682,1.27097
 9,  40,  52,  70,  58,  92,  36,461.026,2.33027
 9,  50,  65, 100, 124, 195,  89,703.286,1.21316
 8,  54,  95,  36,  86, 120,  22,974.882,1.7305
 0,  51, 105, 132,  61, 211,  57,1138.79,1.05298
 1,  18,  29,  50,  55,  67,   5,247.945,3.69285
 4,  46,  84, 108, 157, 228, 160,805.243,0.768072
 4,  52, 109, 113,  79, 224, 101,1166.2,0.649492
 6,  47, 112,  97,  60, 151,  38,1010.92,1.28333
 7,  62,  68,  96,  50, 120,  94,897.573,1.15798
 1,  40,  58,  97, 199, 176, 123,633.989,1.63474
 5,  60,  63, 145, 142, 177, 161,911.93,1.08124
 7,  45,  50,  95, 111, 155,  64,613.728,1.68458
 0,  63,  97,  43,  64, 132,  33,1164.89,1.20948
 3,  53,  90, 144,  67, 194,  61,894.318,1.44577
 5,  31, 100,  55,  91, 201,  88,773.762,0.873393
 8,  64,  87,  49, 165, 168, 157,1055.23,1.29507
 4,  51,  95,  77,  33, 119,  34,990.867,1.11131
 7,  63,  60, 126, 122, 167,  96,939.649,1.3953
 1,  27,  38,  28,  59,  73,   5,366.714,4.93857
 2,  37,  98, 174,  87, 248,  87,939.268,0.892847
 5,  78, 120,  64,  63, 111,  22,1454.9,1.31354
 9,  43,  77, 160,  82, 136,  61,640.757,1.2506
 5,  72, 131,  89,  57, 173,  31,1428.93,1.06155
 6,  53, 117,  72,  96, 147,  69,977.719,1.19512
 7,  51,  57, 111,  82, 113,  66,703.281,1.864
 5,  56,  89,  90,  95, 120,  31,904.373,1.85036
 9,  71, 120, 109,  78, 197,  83,1215.8,0.816865
 8,  44,  93,  38, 112, 181, 104,826.139,1.05022
 8,  46,  78,  64,  52, 125,  60,843.542,1.60479
 3,  68,  98, 159,  83, 252,  58,1138.11,1.36731
 6,  21,  45,  40,  51,  82,  25,402.172,2.46211
 9,  48,  77, 114, 123, 219,  91,763.715,1.14723
 7,  89,  62, 172,  85, 196,  97,1071.63,1.1629
 0,  74, 125, 107,  71, 190,  74,1408.71,1.04887
 7,  37,  38,  87,  61,  75,  20,477.652,2.85284
 5,  57, 109,  96, 104, 185, 102,1089.48,1.10971
 7,  37,  37,  69,  73,  83,  36,468.705,2.4355
 1,  35,  51, 116, 144, 177,  78,554.395,1.40878
 1,  27,  37,  33,  29,  34,   8,375.782,4.73815
 0,  74, 111,  86,  52, 162,  46,1353.19,1.13917
 7,  76,  52, 187,  65, 203,  99,920.698,1.04101
 9,  53,  67,  80, 102, 155,  49,648.489,1.45828
 2,  61, 120, 142,  56, 167,  41,1268.5,1.34307
 3,  61, 116, 154,  57, 207,  46,1211.99,1.28442
 7,  41,  44,  40, 103,  92,  32,507.437,2.21365
 3,  68, 114,  93,  58, 147,  40,1117.73,1.31393
 2,  37,  64,  72,  50,  53,  33,686.973,2.61708
 4,  32,  63,  87, 164, 216, 168,600.584,0.774735
 1,  26,  42,  66,  56,  96,  10,377.388,3.08598
 6,  39, 118,  89,  87, 134,  45,957.81,1.31078
 2,  42,  68,  93, 115, 240, 101,753.791,1.36084
 7,  65,  65, 111, 130, 194, 100,917.887,1.39366
 5,  45,  74,  76,  70,  91,  17,748.27,2.29449
 5,  47,  66, 130, 171, 208, 152,792.769,1.56723
 7,  68,  52, 183,  74, 150, 103,819.729,1.6414
 4,  52,  96,  97, 122, 193, 137,897.3,0.872852
 0,  72, 119,  60,  54, 129,  43,1266.12,1.22643
 2,  58,  91, 147,  96, 215,  80,1159.74,1.22844
 6,  40, 123,  60, 171, 199,  96,1137.43,0.98687
 3,  63,  91, 152,  93, 216,  79,1121.05,1.35616
 6,  26,  68,  39,  69,  92,  30,549.689,1.95858
 4,  43,  71, 122, 173, 219, 166,674.1,1.02568
 0,  57,  91,  54,  60, 150,  41,1119.43,1.26211
 4,  30,  99,  72,  97, 238, 101,727.633,0.707823
 2,  48,  99,  67,  90, 223,  77,931.936,1.1056
 6,  50, 139, 111,  76, 168,  65,1154.84,0.968867
 0,  50,  87,  64,  46, 112,  25,972.773,1.4419
 0,  35, 108,  79,  73, 226,  81,958.782,0.872901
 0,  67, 100,  40,  51, 125,  33,1271.31,1.2467
 0,  68, 120,  90,  36, 161,  35,1465.24,1.10166
 3,  90, 117,  98,  74, 153,  55,1639.26,1.19979
 1,  41,  69,  92, 102, 157,  48,647.368,1.74471
 6,  47, 106,  67,  80, 103,  15,937.156,1.62752
 2,  44, 119, 174,  57, 218,  62,1141.77,0.960093
 2,  33,  63,  76, 126, 149,  29,601.267,2.46008
 3,  56, 108, 152,  45, 211,  45,1142.87,1.52051
 1,  25,  47,  60,  59,  81,   6,416.351,3.80667
 4,  53, 104, 129,  86, 205, 126,987.348,0.976512
 1,  24,  36,  19,  21,  21,   4,388.758,3.93297
 5,  55, 107, 133,  71, 174,  39,1088.16,1.3986
 4,  44,  83, 105,  96, 199, 110,792.882,1.25621
 6,  50, 138,  95, 102, 172,  56,1253.18,1.10466
 4,  30,  57, 114,  49, 167,  51,519.315,0.987235
 7,  68,  71,  75, 106, 131,  83,1006.7,1.43295
 2,  49,  86, 111,  43,  98,  25,1011.88,1.61363
 8,  63,  80,  73, 116, 152, 102,942.105,1.69768
 7,  53,  37, 193,  40, 130,  95,629.518,1.53848
 9,  53,  91,  86,  65, 129,  49,799.196,1.54055
 2,  54,  72, 120, 104, 207, 124,860.949,1.60186
 0,  68, 126, 104,  43, 179,  44,1464.91,1.0963
 5,  42,  93,  69,  80, 119,  49,845.488,1.49953
 1,  44,  68,  91, 101, 156,  47,657.294,1.77237
 4,  49,  89,  87,  36, 152,  49,876.641,1.01608
 2,  34, 109, 102,  72, 241, 102,887.347,0.821719
 8,  48,  65,  56,  34,  66,  27,758.866,2.54776
 3,  60,  89, 159,  65, 197,  57,1024.64,1.61579
 2,  37,  70, 112,  75, 133,  40,741.106,1.847
 4,  52,  99, 115, 103, 199, 140,1001.32,1.06705
 1,  33,  59,  82,  93, 123,  31,535.048,2.07388
 5,  70, 102, 160,  77, 193,  61,1256.01,1.36111
 4,  44,  72,  70, 108, 158,  87,701.583,1.33878
 6,  45, 143,  94,  95, 168,  60,1236.78,1.02315
 0,  66,  99,  35,  61, 108,  46,1235.48,1.20679
 7,  67,  73,  78,  96, 141,  81,979.303,1.35076
 9,  54, 122,  86,  42, 208,  70,1247.12,0.796537
 8,  65,  84, 102, 136, 200, 131,1029.35,1.35204
 4,  48,  79, 116,  38, 183,  59,842.251,0.856418
 9,  58,  76,  72,  54, 100,  42,727.679,1.68317
 8,  46,  72,  40,  49,  80,  25,694.22,2.32493
 0,  73, 118,  75,  57, 180,  49,1448.2,0.985454
 1,  24,  43,  30,  30,  33,   4,388.138,4.32302
 1,  34,  61, 114, 131, 190,  84,599.193,1.49321
 0,  71, 127, 103,  68, 174,  67,1349.02,1.29035
 2,  61, 136, 149,  54, 204,  52,1491.77,1.01799
 2,  40,  87, 123,  78, 194,  27,820.677,1.71574
 3,  58, 116, 135,  90, 201,  67,1162.52,1.36671
 2,  56, 129,  97,  47, 148,  24,1215.49,1.40318
 4,  55, 118, 106,  77, 211, 107,1149.97,0.915837
 4,  43,  61, 111,  75, 144,  79,629.451,1.25178
 5,  68, 135,  98,  93, 153,  66,1543.74,1.17199
 8,  51,  53,  64,  57,  70,  13,603.002,2.74642
 6,  50, 132,  93, 100, 162,  53,1178.84,1.20053
 5,  74, 109,  78, 116, 148,  76,1402.11,1.1414
 7,  77,  70,  88, 126, 170,  98,1024.6,1.33279
 7,  80,  62, 171,  60, 150, 112,997.814,1.50007
 8,  72,  85,  73, 144, 166, 136,1071.28,1.42328
 8,  53,  76,  80,  57, 109,  61,813.436,1.75038
 9,  61,  85,  91,  72, 129,  77,834.973,1.49336
 7,  42,  41,  83,  77,  81,  33,509.912,2.2764
 4,  54, 110, 107,  95, 195, 129,1110,0.993143
 7,  58,  86, 119, 153, 202, 151,895.151,1.32525
 3,  53, 105, 166,  63, 221,  51,1064.82,1.43113
 2,  66, 104, 114, 122, 194,  56,1368.41,1.61976
 0,  62, 125,  80,  65, 184,  66,1524.9,0.981453
 8,  90, 105,  97,  47, 120,  79,1300.26,1.59491
 6,  44, 114,  86,  82, 135,  42,992.926,1.19558
 8,  45,  63,  44,  62, 108,  42,728.548,1.92876
 6,  45, 143,  99,  77, 168,  54,1199.01,1.13148
 1,  25,  39,  38,  53,  64,   4,316.604,3.89005
 6,  50, 143, 109,  99, 181,  79,1221.92,1.04128
 8,  46,  68,  35,  40,  67,  27,783.127,2.16401
 9,  53,  90,  72,  70, 125,  55,810.139,1.47726
 4,  26,  95,  95,  49, 233, 103,748.387,0.608818
 0,  81, 140,  96,  46, 177,  47,1701.03,0.981582
 9,  37,  51,  62,  55,  86,  29,466.641,2.02751
 0,  75, 136, 109,  61, 190,  61,1538.43,0.992629
 4,  30,  70,  53,  75, 101,  25,461.111,2.2429
 1,  36,  55, 112, 104, 163,  58,532.692,1.56542
 5,  56,  87,  85,  75, 112,  71,931.834,1.71154
 4,  53,  96, 112, 108, 182, 115,927.735,1.16395
 7,  58,  50, 122,  49, 124,  95,643.585,1.36013
 5,  58, 115,  98, 119, 179,  96,1261.53,1.37274
 3,  61, 103,  64,  43, 105,  43,1195.65,1.52158
 7,  71,  74, 129, 113, 184,  77,1015.84,1.34734
 4,  28,  48,  50,  79,  94,  40,374.529,1.827
 9,  64,  95,  71,  93, 136,  85,944.619,1.30203
 8, 109, 155,  53,  72, 132,  83,1833.15,1.28108
 5,  68, 120,  89, 110, 167,  95,1283.81,1.22534
 8,  73, 107,  56, 150, 167, 128,1194.4,1.36531
 6,  42, 145, 100,  90, 198,  79,1192.18,0.922497
 3,  56,  76, 162,  81, 185, 104,886.582,1.44848
 8,  66,  90,  55, 108, 134,  97,1003.56,1.64545
 6,  25,  80,  40, 143, 135,  44,628.594,1.26567
 9,  75, 112, 104,  76, 160,  90,1149.99,1.31202
 9,  66,  91, 154,  47, 182,  71,1067.15,0.875703
 1,  40,  64, 108,  77, 154,  35,586.93,2.07629
 8,  77, 103,  48,  57, 101,  45,1194.67,1.82951
 3,  63,  94, 115,  41, 119,  54,1061.62,1.77974
 5,  51,  84,  80, 131, 133,  26,966.59,1.52333
 8,  95,  96,  48, 172, 167, 169,1291.11,1.35054
 6,  20,  79,  26, 118, 267,  89,835.419,0.606551
 5,  56, 105, 119, 130, 183, 101,1095.46,1.49941
 9,  81, 124,  81,  80, 149,  83,1298.29,1.19566
 7,  58,  60,  86,  92, 120,  80,748.62,1.82343
 2,  57, 112, 140,  43, 141,  25,1378.77,1.23888
 5,  31,  70, 101,  94, 166,  40,725.946,1.55015
 0,  60,  99,  36,  45,  91,  16,990.905,1.63211
 8,  72, 104,  70,  90, 140,  88,1166.19,1.5315
 5,  19,  67, 110, 106, 245,  95,507.915,0.83392
 1,  35,  60, 115,  94, 166,  57,583.443,1.67144
 1,  32,  47,  33,  35,  43,   5,438.53,3.93939
 0,  80, 135,  98,  46, 179,  50,1656.22,0.971715
 9,  40,  68,  76,  69, 119,  47,694.733,1.51265
 1,  35,  65, 111,  94, 162,  55,586.117,1.55296
 8,  58,  79,  56,  72,  99,  27,823.065,1.95235
 6,  46, 110,  90,  90, 117,  44,990.628,1.29916
 7,  41,  35, 132,  40, 109,  76,507.122,2.11471
 0,  72, 125,  90,  55, 182,  48,1531.94,0.98879
 9,  45,  85,  70,  50, 114,  35,804.449,1.57476
 3,  54,  90, 133,  51, 163,  52,981.516,1.70209
 0,  78, 108,  60,  55, 142,  57,1551.14,1.05554
 8,  73,  95, 105, 110, 183, 124,1113.02,1.58633
 8,  68, 111,  86, 109, 168,  74,1272.68,1.22015
 9,  62,  95,  84,  65, 132,  64,928.95,1.40994
 6,  50, 118, 115, 103, 149,  51,1071.39,1.34858
 7,  62,  70,  91, 149, 170,  90,857.742,1.74557
 8,  48,  73,  57,  94, 116,  70,728.046,1.80157
 4,  55, 101,  94,  83, 172, 105,983.763,1.01993
 7,  57,  49, 177,  54, 138,  88,727.41,1.71835
 5,  62, 100, 124, 121, 168,  73,1144.64,1.39566
 9,  57,  86,  70,  53, 105,  48,834.639,1.5978
 2,  23, 109, 133,  65, 245,  90,769.05,0.707913
 6,  36, 108,  47,  75, 110,  20,878.583,1.56216
 7,  70,  70, 159,  99, 149,  70,894.693,1.51016
 4,  41,  88, 101,  40, 191,  59,978.977,0.818131
 5,  51,  94, 123,  81, 165,  38,936.941,1.62339
 9,  59,  89,  87,  55, 122,  56,830.677,1.61988
 2,  28,  96, 103,  95, 246, 100,770.6,0.904644
 3,  38,  49, 103,  41,  85,  27,502.777,2.7577
 1,  36,  58,  92,  83, 134,  41,536.614,1.93812
 6,  42, 119,  40, 106, 129,  32,948.006,1.46159
 3,  48, 101, 138,  71, 195,  59,968.793,1.422
 9,  48,  72, 109,  59, 136,  68,694.607,1.43376
 2,  49, 104,  96,  74, 229,  86,924.472,0.916617
 2,  82, 126,  90, 120, 162,  66,1645,1.47093
 5,  59, 100, 130,  84, 166,  42,1103.92,1.64513
 6,  38,  94,  46,  70,  94,  14,832.5,1.71375
 8,  60,  99,  82,  93, 159,  81,1046.19,1.71127
 0,  52,  75,  63,  63, 155,  43,1037.95,1.23213
 7,  71,  69, 115,  91, 134, 112,957.714,1.60235
 7,  64,  56, 144,  23, 127,  94,839.862,1.23782
 1,  44,  75, 136, 130, 207, 122,721.884,1.29586
 9,  38,  51,  49,  47,  64,  22,463.038,2.54571
 8,  62,  94,  64,  95, 139,  79,1041.9,1.54886
 7,  49,  45, 147,  23,  98,  62,596.505,2.26859
 0,  57, 110, 121,  52, 181,  51,1292.65,1.0349
 9,  78,  97, 111,  99, 203,  99,1286.69,0.91349
 9,  49,  80,  69,  97, 126,  61,709.439,1.53844
 4,  50,  89,  92,  42, 233, 100,1130.68,0.680377
 6,  41, 129,  81,  77, 142,  43,1048.83,1.17356
 2,  70, 100,  95, 127, 179,  97,1219.27,1.51967
 8,  75, 105,  77, 117, 177, 105,1277.99,1.45061
 5,  45,  69, 115,  60, 121,  45,722.24,2.17846
 1,  38,  62,  92,  78, 133,  37,565.446,1.9502
 4,  32,  88, 116,  53, 169,  60,680.99,1.13908
 1,  35,  60, 112,  99, 161,  45,539.643,1.80426
 5,  47,  98,  70,  64, 155,  43,1029.02,1.34057
 5,  66, 105, 132,  93, 194,  74,1206.18,1.38052
 1,  29,  44,  36,  43,  49,   8,387.867,4.15564
 7,  60,  66,  66, 101, 114,  68,822.263,1.66505
 3,  60,  98,  81,  64, 120,  13,1040.1,1.96025
 6,  52, 118,  81,  94, 123,  34,1088.32,1.38407
 4,  43,  82,  94,  38, 141,  55,792.855,0.99886
 3,  43,  93, 160,  94, 214,  93,908.612,1.315
 2,  57, 110, 109,  59, 163,  55,1177.11,1.30498
 5,  58, 113, 118, 107, 189,  77,1155.41,1.38309
 6,  58,  98,  43, 108, 109,  46,1055.99,1.45308
 4,  44, 111, 116,  93, 216, 127,1029.14,0.800058
 4,  39, 102, 121,  57, 209,  73,951.496,0.785298
 0,  64, 121,  96,  59, 167,  58,1316.98,1.1586
 4,  35,  95,  84, 126, 197,  79,801.406,1.19744
 4,  49, 101, 116,  96, 218, 129,947.365,0.833387
 6,  37,  80,  47,  59,  79,  13,637.365,2.0241
 7,  61,  62,  91,  97, 157,  64,819.818,1.61339
 2,  57,  77, 106,  49, 134,  59,879.771,1.52558
 4,  53, 100, 101,  97, 202, 148,1014.73,0.957113
 3,  42,  58,  78,  42,  82,  23,646.541,2.74475
 3,  62, 107, 169,  72, 219,  66,1225.74,1.33612
 8,  48,  70,  62,  82, 116,  53,738.486,1.77808
 0,  86, 129,  93,  68, 173,  66,1573.07,1.06186
 0,  63, 107,  71,  50, 145,  40,1287.75,1.18985
 3,  59, 104, 126,  83, 164,  70,1102.86,1.51729
 2,  69, 102, 124,  99, 195, 110,1161.81,1.52063
 2,  17,  90,  86,  91, 274,  94,586.905,0.824685
 9,  43,  36,  57,  50,  60,  32,435.565,2.79352
 8,  69, 103,  81, 112, 174, 103,1128.04,1.4167
 2,  66,  80, 183,  89, 165,  51,1284.42,1.68119
 3,  61, 108, 152,  88, 198,  78,1170.37,1.34977
 7,  43,  49, 144,  76, 132, 111,659.787,1.55707
 0,  55, 103, 108,  55, 184,  49,1163.91,1.17826
 1,  33,  61,  62,  78, 109,  14,518.279,2.75145
 1,  30,  57, 125,  95, 177,  55,510.892,1.77282
 0,  93, 134,  37,  82, 167,  69,1784.95,1.01692
 2,  62, 128, 125,  72, 172,  51,1481.44,1.15309
 3,  82, 125, 100,  63, 150,  22,1479.32,1.54562
 3,  74, 111, 134,  65, 168,  20,1518.47,1.19835
 8,  48,  66,  79,  52,  98,  46,704.03,2.4003
 4,  36, 100, 136,  46, 196,  83,827.99,0.84471
 3,  44,  61,  97,  68, 104,  41,611.476,2.19948
 5,   5,  93,  51,  82, 240,  87,537.044,0.868702
 7,  69,  64, 134, 111, 154, 102,892.33,1.53759
 6,  43, 128,  80,  89, 147,  45,980.953,1.29159
 4,  44, 101,  96,  40, 194,  90,1084.27,0.717357
 7,  85,  70, 165,  82, 183,  92,1106.75,1.23402
 7,  38,  59,  63,  68,  89,  19,548.214,2.36842
 8,  74, 101,  79,  99, 161,  86,1164.58,1.51819
 5,  72, 111,  82, 124, 176,  52,1445.56,1.35236
 9,  78, 104,  90,  88, 154,  92,1144.55,1.13298
 7,  53,  50,  75,  68,  96,  69,633.268,2.06871
 0,  67, 105, 107,  85, 189,  86,1274.91,0.970635
 3,  58, 106,  58,  61, 124,  22,1059.01,1.73358
 1,  34,  54, 125,  93, 176,  54,519.975,1.70452
 6,  25,  69, 106,  98, 181,  36,504.571,1.77813
 2,  76, 131, 115,  78, 183,  70,1548.8,1.08591
 4,  53, 105,  49, 126, 170,  92,851.74,1.27874
 3,  82, 148, 118,  56, 171,  38,1724.2,1.18044
 4,  66, 114,  57, 129, 173, 126,1139.66,1.01849
 4,  25,  97, 113,  80, 235, 119,769.864,0.74343
 7,  55,  70, 138,  93, 159,  72,741.388,1.54428
 5,  29,  88,  63, 100, 215, 103,631.092,0.955039
 9,  37,  49,  73,  37,  75,  23,429.819,2.19761
 6,  36, 111,  92,  84, 149,  42,901.305,1.22711
 9,  55,  97,  77,  39, 147,  31,1138.63,1.13912
 0,  69, 109, 117,  89, 198,  90,1261.02,1.03458
 7,  72,  63, 167,  33, 150,  75,980.579,1.46196
 1,  37,  60, 151,  99, 212,  69,590.538,1.54306
 4,  50,  86,  81, 108, 180, 105,890.577,1.07433
 2,  68, 133, 136,  66, 184,  66,1487.74,1.06962
 7,  78,  46, 200,  58, 192,  85,855.883,1.13523
 3,  83, 131, 144,  45, 187,  42,1585.8,1.21875
 6,  42,  93,  61, 170, 209,  81,1083.04,1.16567
 7,  71,  68, 117, 113, 190,  74,997.691,1.30926
 5,  47,  61,  82, 167, 121,  32,797.706,1.89855
 8,  68, 107,  81, 115, 207, 113,1125.84,1.1003
 4,  42,  94,  96,  49, 165,  63,844.266,0.862953
